,Aattr,Battr,Cattr,Dattr,Eattr,Fattr,A1attr,B2attr,C3attr,D4attr,E5attr,F6attr,A7attr,B8attr,C9attr,D10attr,E11attr,F12attr,A13attr,B14attr,C15attr,D16attr,E17attr,F18attr,A19attr,B20attr,C21attr,D22attr,E23attr,F24attr,A25attr,B26attr,C27attr,D28attr,E29attr,F30attr,class
3188,-0.176394,0.017705,-0.858503,-0.719279,0.062659,0.207829,-0.366695,-0.501408,0.377685,0.223378,-0.592266,-0.494607,0.19925,-0.108393,-0.798618,-0.773554,0.809176,0.647407,0.409758,0.020842,1.42361,1.01113,0.7203,0.237614,-0.085593,-0.367211,-1.216839,-1.245867,0.522946,0.168703,-0.485617,-0.242497,1.438068,0.882725,0.842981,0.130923,5
3189,0.705578,0.498427,-0.197682,-0.401779,1.095016,0.513687,0.05337,-0.184633,1.120043,0.529559,0.068926,-0.389239,0.934398,0.15419,-0.198662,-0.245347,0.956912,0.56009,0.050856,-0.241825,0.977819,0.574151,0.301881,-0.234313,0.135312,0.202896,-0.374101,-0.561342,0.745289,0.693931,0.113031,-0.189986,1.064978,0.882725,0.363809,0.025959,3
3190,1.367057,0.97915,0.403065,0.233219,1.684934,0.994319,0.413425,0.237733,1.713929,1.010702,0.429577,0.032233,1.375487,1.029468,0.821265,0.282859,1.695595,1.040333,0.529392,0.125908,1.720804,1.054828,0.839849,0.29005,1.387105,1.036129,0.589028,0.491773,2.079345,1.21916,0.831409,0.492656,1.811158,1.233342,1.142463,0.498294,2
3191,1.073066,0.629533,0.403065,0.021553,1.095016,0.819544,0.413425,0.237733,1.120043,0.835741,0.429577,0.242968,0.787369,0.329246,-0.198662,-0.45663,0.809176,0.516432,0.050856,-0.084225,1.126416,0.880036,0.540978,0.29005,0.724391,0.334459,-0.193515,-0.192752,1.11586,0.518855,0.053167,-0.189986,1.139596,0.707417,0.303913,0.025959,2
3192,-1.205362,-0.200805,-0.197682,-0.24303,-1.190918,-0.01064,-0.186668,-0.079042,-0.661615,0.179637,0.068926,0.1376,-1.050503,-0.502268,-0.858614,-0.403809,-0.742057,-0.182104,-0.367863,-0.399425,-0.731046,0.355661,0.301881,0.027868,-0.969212,-0.718047,-0.915862,-0.666654,-1.255796,-0.531602,-0.90467,-0.45254,-0.949706,-0.169124,-0.175259,-0.446376,0
3193,-0.470385,-0.72523,-1.519325,-1.460111,-0.45352,-0.534967,-1.266835,-1.293344,-0.141965,-0.520206,-1.253459,-1.07413,-0.09481,-0.458504,-1.698554,-1.354581,-0.077243,-0.444054,-1.504385,-1.345024,-0.359554,-0.430902,-1.491346,-1.335476,-0.085593,-0.542629,-1.698404,-1.403834,-0.366425,-0.356526,-1.682913,-1.397737,-0.352763,-0.51974,-1.672669,-1.2336,5
3194,0.338089,0.148811,-0.197682,-0.24303,-0.45352,-1.190375,0.293407,0.924077,-1.700916,-2.226075,0.30936,1.665435,0.419794,-0.108393,-0.798618,-0.562271,0.144362,-0.094787,-0.367863,0.020842,-0.731046,-1.392256,0.122558,1.600958,-0.159228,-0.367211,-0.855666,-0.929932,0.07826,0.037396,-0.605346,-0.347519,0.393417,-0.169124,-0.115362,0.603258,1
3195,-0.249892,1.285064,1.063887,0.921135,-0.2323,1.125401,1.073527,0.924077,-0.216201,1.316883,1.391311,0.92786,0.125735,1.248287,1.841192,0.969528,0.144362,1.258626,1.845364,0.966441,0.160536,1.273318,1.198494,0.814413,-0.159228,0.992274,1.491962,0.755051,0.07826,1.21916,1.489922,0.965254,-0.128909,1.014206,1.202359,0.760703,0
3196,-0.102897,0.236215,0.403065,0.233219,-0.084821,0.644768,0.713472,0.448916,-0.364672,0.66078,0.429577,0.453704,-0.388869,0.504301,0.821265,0.282859,-0.077243,0.8657,0.828476,0.283508,-0.06236,0.880036,1.13872,0.499795,0.135312,0.860711,0.589028,0.491773,0.152375,0.869008,0.831409,0.492656,0.169563,1.058033,1.142463,0.498294,0
3197,0.117596,1.022851,1.123962,0.709468,-0.158561,0.688462,0.593453,0.02655,-0.141965,0.354598,-0.351833,-0.178503,0.05222,1.51087,1.661204,0.916707,0.070493,1.302284,1.366829,0.703775,-0.210957,0.748942,0.301881,0.342486,-0.159228,1.255401,1.853135,0.965674,0.152375,1.087853,1.849111,0.965254,0.169563,1.10186,0.902877,0.393331,0
3198,-0.690878,0.97915,0.943738,0.603635,-0.37978,0.994319,0.953509,0.607303,-0.067729,1.229403,1.271094,0.822492,-0.09481,0.854412,1.121243,0.494142,-0.372716,0.8657,1.127561,0.703775,-0.06236,1.054828,1.377816,0.70954,-0.159228,0.860711,0.82981,0.491773,-0.144082,1.044084,1.130733,0.7027,-0.128909,1.058033,1.441945,0.708221,0
3199,-1.646348,-1.511866,-1.038727,0.021553,-1.854576,-1.758396,-1.026798,0.237733,-1.403973,-1.613712,-1.013025,0.032233,-1.418077,-1.377545,-1.038601,0.018756,-1.406871,-1.360882,-1.265117,0.020842,-1.399733,-1.348558,-1.013152,-0.181877,-0.969212,-0.674192,-0.494492,-0.08744,-0.959339,-0.837985,-0.485617,-0.084964,-1.17356,-0.82653,-0.953912,-0.236449,4
3200,-0.470385,-0.375613,-1.279026,-1.301361,-0.45352,-0.185416,-1.266835,-1.082161,0.377685,0.398338,-0.351833,-0.336555,-0.388869,-0.458504,-1.518567,-1.143298,-0.372716,-0.444054,-1.265117,-1.345024,-0.359554,-0.081318,-1.013152,-0.915985,-0.380132,-0.367211,-1.216839,-1.245867,-0.366425,-0.356526,-1.203994,-1.03016,-0.054291,-0.344432,-1.193498,-1.2336,5
3201,0.117596,1.241362,1.36426,0.709468,-0.084821,1.256483,1.373574,0.871281,-0.067729,1.273143,1.150877,0.717124,0.125735,1.204523,1.421222,0.916707,0.144362,1.040333,1.127561,0.703775,0.160536,1.054828,0.600752,0.499795,0.061677,1.299255,1.070593,0.913019,0.07826,1.131622,1.370192,0.912743,0.094945,1.320996,1.382048,0.918148,0
3202,0.338089,-0.200805,-0.137607,0.603635,-1.190918,-1.758396,0.353416,1.716013,-1.403973,-2.138594,0.369468,1.718119,0.493309,0.066663,-0.07867,-0.192527,-0.077243,-0.749664,0.409758,0.808841,-1.399733,-2.004027,0.182332,1.600958,0.135312,-0.016376,-0.193515,-0.456031,0.152375,0.168703,-0.186293,-0.084964,-0.651234,-0.958011,0.303913,1.075593,1
3203,0.926071,0.716937,-0.197682,-0.24303,0.652577,0.557381,0.05337,-0.079042,0.971571,0.573299,-0.171507,-0.231187,1.007913,0.504301,0.101317,-0.192527,0.735308,0.341798,0.349941,-0.189291,0.160536,-0.430902,0.122558,0.394922,0.356217,-0.367211,-0.133319,0.017871,-1.181682,-1.494521,0.891274,1.332831,-1.621268,-2.00986,1.202359,2.282671,3
3204,0.485085,0.323619,-0.197682,-0.454696,0.505098,0.164136,-0.186668,-0.659795,0.154978,-0.170284,-0.952917,-1.232182,0.419794,0.15419,-0.618631,-0.826374,0.439835,-0.00747,-0.60713,-0.609558,0.160536,0.006078,-0.833829,-0.811113,0.356217,0.159041,-0.675079,-0.877277,0.374717,0.168703,-0.665211,-0.662584,0.691889,0.356801,-0.414844,-0.446376,3
3205,1.073066,0.673235,0.823588,0.233219,1.095016,0.688462,0.593453,0.237733,1.120043,0.879481,0.609902,0.032233,-0.462384,-0.721087,0.281304,0.124397,0.956912,0.56009,0.290124,-0.241825,1.275013,0.748942,0.540978,0.132741,-1.263751,-1.55128,0.649224,1.176297,0.152375,-0.268987,-0.126428,-0.40003,1.064978,0.707417,0.363809,0.025959,2
3206,0.338089,0.017705,-1.038727,-0.719279,0.357618,0.033054,-0.84677,-0.712591,0.377685,0.048417,-0.8327,-0.705343,0.493309,-0.108393,-0.798618,-0.562271,0.21823,-0.094787,-0.547313,-0.557024,0.234834,-0.25611,-0.534958,-0.548931,0.798026,0.159041,0.047268,-0.456031,0.152375,-0.356526,-0.725076,-0.45254,-0.352763,-0.51974,-0.714327,-0.236449,5
3207,-0.249892,0.716937,0.763513,0.497802,-0.2323,0.906932,0.533444,0.712894,-0.216201,0.923221,1.090769,0.506388,-0.168324,0.504301,0.341299,-0.192527,-0.446584,0.341798,0.110673,-0.189291,-0.433852,0.530453,0.361655,0.027868,-0.453767,0.202896,-0.133319,-0.508686,-0.440539,0.037396,-0.126428,-0.505051,-0.42738,0.050011,-0.354948,-0.498857,0
3208,-0.470385,0.673235,0.883663,0.391969,-0.45352,0.688462,0.653462,0.184937,-0.735851,0.529559,0.369468,0.190284,-0.462384,1.204523,1.181239,0.758245,-0.446584,0.996675,1.187378,0.388575,-0.656748,0.617849,0.899623,0.604668,-0.674672,0.992274,0.950202,0.807707,-0.366425,1.000315,1.250463,0.807721,-0.352763,0.838898,0.962773,0.603258,0
3209,0.485085,0.454725,0.403065,0.444886,-0.084821,0.469993,0.713472,0.448916,-0.884323,-0.082804,0.189143,0.032233,1.081428,1.029468,1.361226,0.705425,-0.077243,0.8657,0.828476,0.493642,-1.176837,0.355661,0.301881,0.29005,0.724391,1.036129,1.431766,0.913019,-0.144082,0.869008,0.831409,0.7027,-1.024324,0.356801,0.603395,0.235886,0
3210,1.367057,1.85319,2.085157,1.132801,1.389975,1.649728,1.73363,1.13526,1.788164,1.448104,1.451419,0.717124,1.228458,1.948509,2.021178,1.286452,1.547858,1.738869,1.665914,1.071508,1.572207,1.535505,1.377816,0.70954,1.681645,1.913216,2.154113,1.176297,1.708774,1.700619,1.849111,1.175298,2.035012,1.496304,1.202359,0.603258,2
3211,1.514052,0.891745,0.763513,0.127386,1.537455,0.906932,0.773481,0.343324,1.268514,0.923221,0.549793,0.348336,1.669547,1.073232,0.881261,0.177218,1.695595,1.083992,0.649025,0.178442,1.720804,1.098526,0.660526,0.185177,1.75528,0.992274,0.890006,0.228494,1.486431,1.21916,0.651815,0.230101,1.214214,1.014206,0.663291,0.235886,2
3212,-0.102897,1.022851,1.123962,0.497802,-0.37978,0.688462,0.293407,0.132141,-0.958558,0.354598,0.30936,-0.073135,0.125735,1.029468,1.121243,0.705425,-0.446584,1.040333,0.828476,0.493642,-0.433852,0.705245,0.839849,0.237614,-0.232863,0.904566,1.371571,0.491773,-0.440539,0.912777,1.070868,0.492656,-0.42738,0.751244,0.783084,0.498294,0
3213,-0.102897,-0.025997,-1.218951,-0.825112,-0.084821,-0.01064,-0.966788,-0.659795,-0.067729,-0.170284,-0.952917,-0.810711,0.125735,-0.195921,-0.858614,-0.826374,-0.446584,-0.356737,-1.085666,-0.819691,-0.136658,-0.168714,-0.833829,-0.811113,0.061677,0.159041,-0.434297,-0.245408,0.07826,-0.181449,-0.90467,-0.662584,-0.203527,-0.169124,-1.133601,-0.656302,3
3214,-0.470385,-0.594123,-1.639474,-1.565944,-0.158561,-0.753436,-1.62689,-1.557323,-0.141965,-0.738907,-1.614109,-1.548286,-0.462384,-0.721087,-1.518567,-1.460222,-0.151111,-0.706005,-1.743652,-1.450091,-0.433852,-0.693089,-1.730443,-1.440349,-0.380132,-0.630338,-1.698404,-1.509145,-0.366425,-0.750447,-1.922372,-1.502759,-0.352763,-0.607395,-1.672669,-1.496009,5
3215,1.661048,1.63468,1.724709,1.079884,1.389975,1.649728,1.73363,0.871281,1.713929,1.448104,1.391311,0.875176,1.743062,1.423343,1.421222,0.705425,1.400122,1.214967,1.127561,0.493642,1.42361,1.22962,0.839849,0.499795,1.534375,1.518527,1.371571,0.702396,1.560545,1.131622,1.070868,0.335123,1.288832,1.145687,0.783084,0.498294,2
3216,-0.396887,0.804341,0.943738,0.603635,-0.084821,0.994319,0.953509,0.607303,-0.067729,0.835741,0.970552,0.611756,0.125735,1.029468,1.361226,0.705425,0.144362,0.8657,0.828476,0.493642,0.160536,0.880036,1.13872,0.499795,-0.159228,1.036129,1.431766,0.702396,0.152375,1.21916,1.430057,0.7027,0.169563,0.882725,1.142463,0.708221,0
3217,-0.102897,1.022851,1.36426,0.709468,-0.084821,1.256483,1.73363,0.871281,0.526157,1.273143,1.391311,0.875176,-0.168324,1.204523,1.421222,0.916707,-0.151111,1.214967,1.127561,0.913908,0.160536,1.22962,1.437591,0.70954,-0.232863,1.299255,1.672549,0.913019,-0.218196,1.131622,1.370192,0.912743,-0.203527,1.145687,1.382048,0.708221,0
3218,0.411587,0.323619,0.583289,0.497802,0.431358,0.513687,0.293407,0.237733,0.154978,0.529559,0.30936,0.242968,-0.462384,-0.020865,0.041321,0.124397,-0.22498,0.167164,0.050856,0.125908,-0.210957,0.006078,0.062784,-0.077004,-0.453767,0.334459,0.107463,0.175838,-0.736996,0.212472,0.113031,0.020058,-0.128909,0.050011,-0.354948,0.025959,0
3219,2.54302,1.285064,1.664634,0.709468,2.201113,1.518646,1.073527,0.501711,1.936636,1.316883,1.391311,0.506388,1.963606,1.248287,0.881261,0.599783,1.991068,1.258626,0.888293,0.808841,1.720804,1.273318,1.198494,0.394922,2.049819,1.211546,1.190984,0.597084,2.079345,1.394236,0.891274,0.597678,1.811158,1.014206,0.902877,0.393331,2
3220,1.293559,1.678382,1.844858,0.974051,1.684934,1.911891,2.153695,1.188056,1.713929,1.710545,1.872178,1.19128,1.449002,1.817218,1.781196,1.12799,1.769463,1.826186,1.785547,1.124041,2.092296,1.841391,1.497365,0.971722,1.387105,1.825508,1.552157,1.01833,1.708774,1.613081,1.250463,0.807721,2.109629,1.40865,1.262255,0.603258,2
3221,0.044099,-0.375613,0.282916,0.127386,0.357618,0.164136,-0.426705,-0.237429,0.377685,0.354598,0.068926,-0.073135,-0.168324,-0.283448,0.641278,0.388501,0.439835,0.341798,-0.128595,-0.189291,0.754923,0.355661,-0.116539,0.027868,-0.159228,-0.367211,0.348246,0.386461,0.374717,0.212472,0.352491,0.020058,0.393417,0.400628,0.124223,-0.131486,3
3222,-0.470385,1.19766,1.184036,0.762385,-0.158561,1.212789,1.193546,0.607303,-0.141965,1.010702,1.210986,0.769808,-0.682928,0.985704,0.941256,0.599783,-0.372716,0.996675,0.94811,0.598708,-0.06236,1.22962,1.258268,0.814413,-0.085593,0.860711,1.130788,0.491773,-0.366425,0.869008,1.130733,0.7027,-0.054291,1.058033,1.382048,0.708221,0
3223,1.440554,0.97915,0.643364,0.233219,1.463715,0.994319,0.653462,0.237733,1.194278,1.010702,0.67001,0.242968,1.669547,0.985704,0.401295,0.230039,1.400122,0.996675,0.94811,0.230975,1.42361,1.01113,0.421429,0.237614,1.092566,0.860711,0.28805,-0.08744,1.11586,0.869008,0.292626,-0.084964,1.438068,0.882725,0.303913,-0.079004,2
3224,1.440554,1.19766,0.643364,0.233219,1.168756,0.994319,0.653462,0.237733,1.491221,1.010702,0.910444,0.40102,1.081428,0.810648,0.941256,0.230039,1.104649,0.996675,0.94811,0.441108,1.42361,1.22962,0.959397,0.237614,1.387105,1.036129,0.28805,0.28115,1.412317,1.044084,0.532085,0.12508,1.438068,1.058033,0.842981,0.130923,2
3225,0.926071,0.891745,0.282916,0.127386,0.947536,0.906932,0.533444,0.132141,0.971571,0.74826,0.549793,0.1376,1.007913,0.854412,0.881261,0.177218,0.735308,0.691066,0.349941,0.020842,0.754923,0.530453,0.122558,-0.181877,0.945296,0.816857,0.348246,0.017871,0.967631,0.825239,0.113031,-0.137475,0.691889,0.838898,0.363809,-0.131486,2
3226,1.661048,1.590978,1.244111,0.815302,1.389975,1.606034,1.253555,0.448916,1.120043,1.229403,0.730119,0.453704,1.669547,1.423343,1.361226,0.705425,1.400122,1.040333,1.127561,0.493642,1.42361,1.054828,0.839849,0.29005,1.387105,1.036129,0.82981,0.491773,1.11586,1.044084,0.59195,0.230101,1.139596,1.058033,0.303913,0.025959,3
3227,-1.27886,0.148811,0.523215,0.127386,-0.969698,0.164136,0.05337,0.132141,-0.438908,0.179637,0.549793,0.1376,-0.976988,0.022899,0.101317,0.018756,-0.963662,0.036189,0.349941,0.178442,-0.731046,-0.081318,0.361655,0.185177,-0.674672,0.378313,0.348246,0.228494,-1.181682,0.037396,0.651815,0.230101,-1.17356,0.050011,0.363809,0.025959,0
3228,-1.205362,-1.774078,0.342991,1.714883,-1.412137,-2.151641,0.353416,1.716013,-1.62668,-2.138594,0.129035,1.507383,-0.09481,-0.764851,0.401295,0.811066,-1.406871,-2.015759,0.17049,1.596841,-1.845523,-2.135121,0.182332,1.391213,0.135312,0.159041,-0.193515,-0.08744,-0.662882,-0.969292,0.292626,1.070276,-1.695885,-2.141341,0.303913,1.442964,1
3229,0.779075,0.323619,-0.197682,-0.08428,0.136399,0.164136,-0.486714,-0.448612,0.526157,0.179637,-0.712483,-0.441923,0.713854,0.329246,-0.378649,-0.403809,0.735308,0.341798,-0.188412,-0.399425,1.126416,0.530453,0.062784,-0.181877,0.650756,0.334459,-0.193515,-0.245408,0.671174,0.343779,-0.186293,-0.242497,0.691889,0.356801,0.064327,-0.446376,3
3230,0.411587,0.323619,-0.197682,-0.401779,0.431358,0.338911,-0.366695,-0.606999,0.451921,0.179637,-0.351833,-0.599975,0.640339,0.329246,-0.198662,-0.245347,0.365966,0.341798,-0.42768,-0.241825,0.383431,0.180869,-0.176313,-0.444059,0.135312,0.027478,-0.554688,-0.561342,0.448832,0.343779,0.113031,-0.40003,0.468035,0.225319,-0.534637,-0.551339,3
3231,0.044099,1.19766,1.184036,0.762385,0.062659,0.819544,0.8935,0.607303,0.080742,1.010702,0.910444,0.611756,0.19925,0.985704,0.941256,0.441321,0.21823,0.996675,0.94811,0.598708,0.532028,1.22962,0.959397,0.604668,0.503487,1.036129,1.371571,1.070986,0.522946,1.262929,1.370192,0.7027,0.542653,1.277169,1.382048,0.865666,0
3232,-0.690878,-0.113401,-0.317831,-0.348863,-0.895959,-0.447579,-0.546723,-0.34302,-1.181266,-0.432726,-0.532158,-0.336555,-0.682928,0.329246,0.281304,0.124397,-0.372716,0.516432,0.529392,0.283508,-0.656748,0.006078,0.062784,-0.234313,-0.453767,-0.191794,-0.193515,0.017871,-0.440539,0.168703,-0.186293,0.020058,-0.42738,0.181492,-0.175259,0.025959,0
3233,0.485085,0.498427,0.282916,0.286136,-0.084821,0.688462,0.83349,0.290528,-0.661615,0.354598,0.549793,0.295652,-0.168324,0.504301,0.581282,0.494142,-0.446584,0.516432,0.828476,0.230975,-1.02824,0.006078,0.062784,0.027868,0.356217,0.553731,0.28805,0.333806,-0.440539,0.562624,0.053167,0.492656,-0.949706,0.356801,0.543498,0.340849,0
3234,1.734545,1.19766,0.883663,0.603635,1.463715,1.212789,0.8935,0.237733,1.788164,1.229403,0.67001,0.242968,1.375487,0.985704,0.701274,0.441321,1.104649,0.996675,0.708842,0.020842,1.126416,0.661547,0.182332,0.027868,1.092566,0.685294,0.28805,-0.08744,1.11586,0.693931,0.292626,-0.084964,1.139596,0.707417,0.543498,0.130923,3
3235,-0.249892,-0.900038,-1.399176,-0.878029,-0.748479,-1.015599,-1.566881,-1.029365,-0.735851,-1.176309,-1.373676,-0.863395,-0.168324,-0.458504,-1.458571,-1.196119,-0.446584,-0.749664,-1.863286,-1.345024,-0.433852,-0.867881,-1.610894,-1.178167,0.356217,-0.191794,-0.855666,-0.719309,-0.144082,-0.181449,-1.0244,-0.925139,0.094945,-0.169124,-1.013809,-1.076155,5
3236,-0.690878,-0.768932,0.403065,0.603635,-0.37978,-0.447579,0.173388,0.607303,0.526157,0.267118,0.429577,0.242968,-0.388869,-0.546032,0.521286,0.705425,-0.077243,-0.356737,0.529392,0.703775,0.160536,0.180869,0.540978,0.29005,-0.159228,0.159041,0.82981,0.702396,-0.144082,0.518855,0.59195,0.492656,0.468035,0.707417,0.303913,0.025959,4
3237,-1.499353,-1.905184,0.763513,1.661967,-1.707096,-2.151641,1.373574,2.243971,-1.478209,-1.876153,1.090769,1.665435,-1.712136,-2.165295,1.181239,2.554147,-1.997817,-2.146735,1.187378,2.542441,-1.696927,-2.135121,1.198494,2.544811,-1.85283,-2.165241,1.190984,2.650658,-1.84871,-2.019749,1.190598,2.803136,-1.845121,-2.141341,1.501841,2.807487,1
3238,1.955038,1.241362,0.643364,0.603635,1.979894,1.081707,0.8935,0.39612,1.713929,0.879481,0.67001,0.190284,1.743062,1.204523,0.881261,0.599783,1.47399,0.822041,0.649025,0.230975,1.200714,0.617849,0.660526,0.027868,1.092566,0.816857,0.167659,-0.192752,0.819403,0.475086,-0.306022,-0.347519,0.841124,0.488282,-0.055466,-0.183967,2
3239,1.073066,0.498427,0.042617,-0.24303,0.800057,0.688462,0.05337,-0.448612,0.8231,0.529559,0.068926,-0.441923,0.713854,0.679357,0.041321,-0.403809,1.104649,0.341798,0.050856,-0.399425,1.126416,0.530453,0.062784,-0.181877,0.650756,0.553731,0.047268,-0.08744,0.967631,0.562624,-0.186293,-0.242497,0.99036,0.356801,0.064327,-0.446376,3
3240,-1.27886,-0.594123,-1.038727,-0.401779,-1.485877,-0.753436,-0.78676,-0.395816,-1.255501,-0.738907,-0.772592,-0.547291,-1.197532,-0.546032,-0.618631,-0.50945,-1.406871,-0.531371,-0.60713,-0.504491,-1.399733,-0.518297,-0.833829,-0.496495,-1.190116,-0.104085,-0.073123,-0.192752,-1.181682,-0.268987,-0.306022,-0.347519,-1.17356,-0.432086,-0.055466,-0.341412,0
3241,0.338089,0.148811,-0.43798,-0.24303,0.357618,-0.185416,-0.426705,-0.448612,0.377685,-0.170284,-0.652375,-0.441923,-0.168324,-0.458504,-0.558636,-0.773554,0.144362,-0.444054,-0.786581,-0.767158,0.160536,-0.25611,-0.534958,-0.548931,-0.159228,-0.542629,-1.036253,-0.929932,0.07826,-0.356526,-0.605346,-0.505051,-0.128909,-0.51974,-0.594534,-0.498857,5
3242,-0.396887,-0.463017,-1.519325,-1.354278,-0.37978,-0.447579,-1.506872,-1.34614,-0.364672,-0.432726,-1.253459,-1.126814,-0.09481,-0.370976,-1.458571,-1.24894,-0.372716,-0.356737,-1.2053,-1.239957,-0.359554,-0.168714,-0.953378,-1.020858,-0.159228,-0.367211,-1.096448,-1.0879,-0.144082,-0.181449,-1.084265,-1.082671,-0.128909,-0.169124,-1.073705,-0.813747,5
3243,-0.102897,1.372468,1.244111,1.026968,-0.37978,0.994319,0.713472,0.448916,-0.364672,0.485819,0.189143,0.032233,-0.09481,1.423343,1.7212,1.075169,-0.077243,1.258626,1.725731,0.703775,-0.359554,0.880036,0.839849,0.29005,0.135312,1.211546,1.732744,0.913019,0.152375,1.438005,1.430057,0.912743,0.169563,1.058033,1.142463,0.708221,0
3244,0.044099,1.285064,1.36426,0.709468,-0.2323,0.732156,0.293407,0.343324,-0.438908,0.179637,-0.411941,-0.231187,0.125735,1.073232,1.841192,0.969528,0.144362,1.083992,0.888293,0.388575,-0.433852,0.224567,-0.116539,-0.391622,-0.159228,1.211546,1.190984,0.755051,0.07826,1.21916,1.190598,0.755211,0.094945,0.619763,0.363809,0.235886,0
3245,-0.764376,-1.031144,-0.137607,0.021553,-0.45352,-0.753436,-1.206825,-0.976569,-0.141965,-0.563946,-1.433784,-1.33755,-0.168324,-0.721087,-1.938536,-1.671505,-0.668189,-0.706005,-1.743652,-1.450091,-0.433852,-0.867881,-1.909765,-1.650094,-0.380132,-0.630338,-2.119773,-1.509145,-0.366425,-0.61914,-1.682913,-1.345226,-0.352763,-0.607395,-1.672669,-1.496009,5
3246,0.926071,0.323619,-0.197682,-0.24303,0.947536,0.557381,0.05337,-0.237429,0.971571,0.573299,-0.171507,-0.231187,1.007913,0.679357,0.101317,-0.192527,1.03078,0.516432,-0.128595,-0.189291,1.052117,0.530453,-0.116539,-0.391622,1.46074,0.992274,0.649224,0.017871,1.189974,0.606393,0.113031,-0.137475,1.214214,0.619763,0.124223,-0.131486,3
3247,-0.176394,-0.113401,-1.038727,-0.983862,-0.158561,0.033054,-1.026798,-0.765386,0.451921,0.354598,-0.111399,-0.178503,-0.168324,0.022899,-0.618631,-0.932016,-0.151111,-0.356737,-1.025849,-1.082358,0.086237,0.049776,-0.833829,-0.70624,0.208947,-0.104085,-0.79547,-0.929932,-0.069968,-0.268987,-1.0244,-0.925139,-0.352763,-0.432086,-1.253394,-1.338564,5
3248,-1.205362,-0.637825,-1.038727,-0.560529,-1.412137,-0.753436,-1.026798,-0.554203,-1.403973,-0.432726,-0.532158,-0.336555,-1.418077,-0.546032,-0.738623,-0.45663,-1.406871,-0.356737,-0.487496,-0.451958,-1.176837,-0.343506,-0.714281,-0.234313,-1.337386,-0.498775,-0.855666,-0.403375,-1.552253,-0.487833,-0.605346,-0.40003,-1.322796,0.006184,-0.354948,-0.393894,0
3249,0.926071,0.97915,0.883663,0.233219,1.168756,1.212789,0.8935,0.39612,1.194278,1.010702,0.910444,0.611756,0.787369,0.810648,0.701274,0.230039,0.809176,0.996675,0.94811,0.598708,1.126416,1.22962,0.959397,0.604668,0.798026,0.860711,0.82981,0.28115,1.11586,0.869008,0.831409,0.282612,1.139596,0.882725,0.842981,0.498294,2
3250,-0.102897,1.19766,0.943738,0.815302,-0.084821,1.387565,1.253555,0.818486,-0.067729,1.404364,1.571636,0.822492,-0.388869,1.248287,1.361226,0.863886,-0.372716,1.43326,1.366829,0.861375,-0.359554,1.273318,1.736462,0.70954,-0.159228,1.036129,1.431766,0.913019,0.152375,1.21916,1.430057,0.912743,0.169563,1.233342,1.441945,0.708221,0
3251,1.514052,1.110256,0.763513,0.339052,1.537455,1.125401,0.773481,0.343324,1.565457,1.316883,1.090769,0.506388,1.963606,1.073232,1.181239,0.388501,1.695595,0.8657,0.649025,0.178442,1.349311,1.098526,0.899623,0.185177,2.049819,1.606236,1.190984,0.965674,2.079345,1.394236,1.190598,0.755211,1.512686,1.627785,1.501841,0.760703,2
3252,-0.249892,-0.550421,-1.5794,-1.460111,-0.2323,-0.534967,-1.386853,-1.451731,-0.438908,-0.520206,-1.373676,-1.442918,-0.168324,-0.458504,-1.638558,-1.354581,-0.446584,-0.57503,-1.624018,-1.345024,-0.433852,-0.430902,-1.610894,-1.178167,-0.159228,0.027478,-0.855666,-0.929932,0.671174,0.606393,-0.126428,-0.347519,0.99036,0.838898,0.363809,-0.131486,5
3253,-1.719846,-2.385906,2.325455,3.619879,-1.485877,-2.239028,2.333722,3.61666,-1.700916,-2.357295,2.353046,3.614741,-1.712136,-1.902712,1.181239,2.976712,-1.997817,-2.321368,2.144449,3.908307,-1.99412,-2.309913,2.453752,3.541102,-1.411021,-1.770552,0.649224,1.702855,-1.84871,-2.151056,1.789246,3.170712,-1.994357,-2.360476,2.160702,3.542231,1
3254,-0.176394,-0.375613,-1.519325,-1.301361,-0.158561,-0.01064,-1.326844,-1.293344,0.154978,-0.345245,-1.313567,-1.284866,0.05222,-0.370976,-1.158593,-1.24894,-0.22498,-0.356737,-1.384751,-1.239957,-0.210957,-0.343506,-0.893604,-1.020858,-0.159228,-0.279503,-1.036253,-1.193211,-0.144082,-0.268987,-1.443454,-1.187693,-0.42738,-0.432086,-1.013809,-1.338564,5
3255,-0.176394,-0.288209,-0.137607,0.021553,0.431358,0.338911,0.353416,0.184937,0.748864,0.879481,0.67001,0.40102,1.743062,1.379579,1.481217,0.758245,1.769463,1.607893,1.486463,1.124041,0.977819,1.622901,1.497365,0.971722,0.798026,0.992274,0.408441,0.439117,0.819403,1.21916,1.250463,0.807721,0.542653,1.233342,0.962773,0.603258,0
3256,0.705578,0.673235,0.643364,0.180303,0.136399,-0.272803,-0.78676,-0.395816,-0.735851,-1.001348,-1.614109,-0.547291,0.34628,0.197954,0.641278,0.599783,0.661439,0.036189,-0.367863,-0.136758,-0.433852,-0.343506,-0.594733,-0.496495,-0.085593,-0.45492,0.709419,0.439117,-0.069968,-0.268987,-0.066563,-0.189986,0.244181,-0.256778,-0.295052,-0.341412,5
